 sales ,date,region
" $1,617.00 ",08/08/2018,west
" $1,797.00 ",09/08/2018,north
" $1,794.00 ",09/08/2018,south
" $1,620.00 ",09/08/2018,east
" $1,683.00 ",09/08/2018,west
" $1,620.00 ",10/08/2018,north
" $1,554.00 ",10/08/2018,south
" $1,701.00 ",10/08/2018,east
" $1,785.00 ",10/08/2018,west
" $1,689.00 ",11/08/2018,north
" $1,650.00 ",11/08/2018,south
" $1,533.00 ",11/08/2018,east
" $1,587.00 ",11/08/2018,west
" $1,509.00 ",12/08/2018,north
" $1,743.00 ",12/08/2018,south
" $1,719.00 ",12/08/2018,east
" $1,743.00 ",12/08/2018,west
" $1,701.00 ",13/08/2018,north
" $1,629.00 ",13/08/2018,south
" $1,638.00 ",13/08/2018,east
" $1,611.00 ",13/08/2018,west
" $1,623.00 ",14/08/2018,north
" $1,635.00 ",14/08/2018,south
" $1,716.00 ",14/08/2018,east
" $1,707.00 ",14/08/2018,west
" $1,602.00 ",15/08/2018,north
" $1,542.00 ",15/08/2018,south
" $1,800.00 ",15/08/2018,east
" $1,734.00 ",15/08/2018,west
" $1,788.00 ",16/08/2018,north
" $1,614.00 ",16/08/2018,south
" $1,743.00 ",16/08/2018,east
" $1,770.00 ",16/08/2018,west
" $1,776.00 ",17/08/2018,north
" $1,713.00 ",17/08/2018,south
" $1,623.00 ",17/08/2018,east
" $1,752.00 ",17/08/2018,west
" $1,527.00 ",18/08/2018,north
" $1,776.00 ",18/08/2018,south
" $1,689.00 ",18/08/2018,east
" $1,713.00 ",18/08/2018,west
" $1,509.00 ",19/08/2018,north
" $1,575.00 ",19/08/2018,south
" $1,701.00 ",19/08/2018,east
" $1,575.00 ",19/08/2018,west
" $1,581.00 ",20/08/2018,north
" $1,779.00 ",20/08/2018,south
" $1,662.00 ",20/08/2018,east
" $1,506.00 ",20/08/2018,west
" $1,794.00 ",21/08/2018,north
" $1,659.00 ",21/08/2018,south
" $1,644.00 ",21/08/2018,east
" $1,707.00 ",21/08/2018,west
" $1,704.00 ",22/08/2018,north
" $1,500.00 ",22/08/2018,south
" $1,539.00 ",22/08/2018,east
" $1,800.00 ",22/08/2018,west
" $1,557.00 ",23/08/2018,north
" $1,554.00 ",23/08/2018,south
" $1,788.00 ",23/08/2018,east
" $1,563.00 ",23/08/2018,west
" $1,548.00 ",24/08/2018,north
" $1,560.00 ",24/08/2018,south
" $1,734.00 ",24/08/2018,east
" $1,644.00 ",24/08/2018,west
" $1,629.00 ",25/08/2018,north
" $1,677.00 ",25/08/2018,south
" $1,764.00 ",25/08/2018,east
" $1,515.00 ",25/08/2018,west
" $1,542.00 ",26/08/2018,north
" $1,545.00 ",26/08/2018,south
" $1,668.00 ",26/08/2018,east
" $1,584.00 ",26/08/2018,west
" $1,605.00 ",27/08/2018,north
" $1,740.00 ",27/08/2018,south
" $1,602.00 ",27/08/2018,east
" $1,509.00 ",27/08/2018,west
" $1,566.00 ",28/08/2018,north
" $1,680.00 ",28/08/2018,south
" $1,656.00 ",28/08/2018,east
" $1,722.00 ",28/08/2018,west
" $1,662.00 ",29/08/2018,north
" $1,794.00 ",29/08/2018,south
" $1,734.00 ",29/08/2018,east
" $1,647.00 ",29/08/2018,west
" $1,635.00 ",30/08/2018,north
" $1,743.00 ",30/08/2018,south
" $1,665.00 ",30/08/2018,east
" $1,770.00 ",30/08/2018,west
" $1,749.00 ",31/08/2018,north
" $1,695.00 ",31/08/2018,south
" $1,644.00 ",31/08/2018,east
" $1,602.00 ",31/08/2018,west
" $1,560.00 ",01/09/2018,north
" $1,500.00 ",01/09/2018,south
" $1,719.00 ",01/09/2018,east
" $1,557.00 ",01/09/2018,west
" $1,527.00 ",02/09/2018,north
" $1,653.00 ",02/09/2018,south
" $1,506.00 ",02/09/2018,east
" $1,575.00 ",02/09/2018,west
" $1,749.00 ",03/09/2018,north
" $1,770.00 ",03/09/2018,south
" $1,674.00 ",03/09/2018,east
" $1,650.00 ",03/09/2018,west
" $1,794.00 ",04/09/2018,north
" $1,509.00 ",04/09/2018,south
" $1,785.00 ",04/09/2018,east
" $1,539.00 ",04/09/2018,west
" $1,731.00 ",05/09/2018,north
" $1,617.00 ",05/09/2018,south
" $1,656.00 ",05/09/2018,east
" $1,599.00 ",05/09/2018,west
" $1,713.00 ",06/09/2018,north
" $1,506.00 ",06/09/2018,south
" $1,758.00 ",06/09/2018,east
" $1,650.00 ",06/09/2018,west
" $1,791.00 ",07/09/2018,north
" $1,623.00 ",07/09/2018,south
" $1,776.00 ",07/09/2018,east
" $1,653.00 ",07/09/2018,west
" $1,659.00 ",08/09/2018,north
" $1,755.00 ",08/09/2018,south
" $1,533.00 ",08/09/2018,east
" $1,557.00 ",08/09/2018,west
" $1,527.00 ",09/09/2018,north
" $1,614.00 ",09/09/2018,south
" $1,638.00 ",09/09/2018,east
" $1,704.00 ",09/09/2018,west
" $1,650.00 ",10/09/2018,north
" $1,656.00 ",10/09/2018,south
" $1,782.00 ",10/09/2018,east
" $1,527.00 ",10/09/2018,west
" $1,578.00 ",11/09/2018,north
" $1,767.00 ",11/09/2018,south
" $1,749.00 ",11/09/2018,east
" $1,524.00 ",11/09/2018,west
" $1,719.00 ",12/09/2018,north
" $1,695.00 ",12/09/2018,south
" $1,740.00 ",12/09/2018,east
" $1,533.00 ",12/09/2018,west
" $1,653.00 ",13/09/2018,north
" $1,560.00 ",13/09/2018,south
" $1,677.00 ",13/09/2018,east
" $1,539.00 ",13/09/2018,west
" $1,713.00 ",14/09/2018,north
" $1,554.00 ",14/09/2018,south
" $1,743.00 ",14/09/2018,east
" $1,701.00 ",14/09/2018,west
" $1,587.00 ",15/09/2018,north
" $1,512.00 ",15/09/2018,south
" $1,698.00 ",15/09/2018,east
" $1,746.00 ",15/09/2018,west
" $1,554.00 ",16/09/2018,north
" $1,554.00 ",16/09/2018,south
" $1,782.00 ",16/09/2018,east
" $1,782.00 ",16/09/2018,west
" $1,764.00 ",17/09/2018,north
" $1,620.00 ",17/09/2018,south
" $1,545.00 ",17/09/2018,east
" $1,722.00 ",17/09/2018,west
" $1,503.00 ",18/09/2018,north
" $1,530.00 ",18/09/2018,south
" $1,737.00 ",18/09/2018,east
" $1,692.00 ",18/09/2018,west
" $1,542.00 ",19/09/2018,north
" $1,758.00 ",19/09/2018,south
" $1,779.00 ",19/09/2018,east
" $1,593.00 ",19/09/2018,west
" $1,686.00 ",20/09/2018,north
" $1,749.00 ",20/09/2018,south
" $1,662.00 ",20/09/2018,east
" $1,569.00 ",20/09/2018,west
" $1,590.00 ",21/09/2018,north
" $1,665.00 ",21/09/2018,south
" $1,716.00 ",21/09/2018,east
" $1,704.00 ",21/09/2018,west
" $1,632.00 ",22/09/2018,north
" $1,581.00 ",22/09/2018,south
" $1,758.00 ",22/09/2018,east
" $1,641.00 ",22/09/2018,west
" $1,731.00 ",23/09/2018,north
" $1,677.00 ",23/09/2018,south
" $1,728.00 ",23/09/2018,east
" $1,755.00 ",23/09/2018,west
" $1,611.00 ",24/09/2018,north
" $1,593.00 ",24/09/2018,south
" $1,797.00 ",24/09/2018,east
" $1,560.00 ",24/09/2018,west
" $1,530.00 ",25/09/2018,north
" $1,770.00 ",25/09/2018,south
" $1,611.00 ",25/09/2018,east
" $1,701.00 ",25/09/2018,west
" $1,617.00 ",26/09/2018,north
" $1,515.00 ",26/09/2018,south
" $1,713.00 ",26/09/2018,east
" $1,500.00 ",26/09/2018,west
" $1,632.00 ",27/09/2018,north
" $1,713.00 ",27/09/2018,south
" $1,743.00 ",27/09/2018,east
" $1,587.00 ",27/09/2018,west
" $1,749.00 ",28/09/2018,north
" $1,533.00 ",28/09/2018,south
" $1,653.00 ",28/09/2018,east
" $1,512.00 ",28/09/2018,west
" $1,518.00 ",29/09/2018,north
" $1,623.00 ",29/09/2018,south
" $1,701.00 ",29/09/2018,east
" $1,596.00 ",29/09/2018,west
" $1,746.00 ",30/09/2018,north
" $1,536.00 ",30/09/2018,south
" $1,659.00 ",30/09/2018,east
" $1,524.00 ",30/09/2018,west
" $1,782.00 ",01/10/2018,north
" $1,632.00 ",01/10/2018,south
" $1,755.00 ",01/10/2018,east
" $1,650.00 ",01/10/2018,west
" $1,680.00 ",02/10/2018,north
" $1,701.00 ",02/10/2018,south
" $1,800.00 ",02/10/2018,east
" $1,740.00 ",02/10/2018,west
" $1,563.00 ",03/10/2018,north
" $1,788.00 ",03/10/2018,south
" $1,536.00 ",03/10/2018,east
" $1,764.00 ",03/10/2018,west
" $1,512.00 ",04/10/2018,north
" $1,560.00 ",04/10/2018,south
" $1,626.00 ",04/10/2018,east
" $1,797.00 ",04/10/2018,west
" $1,779.00 ",05/10/2018,north
" $1,683.00 ",05/10/2018,south
" $1,713.00 ",05/10/2018,east
" $1,794.00 ",05/10/2018,west
" $1,584.00 ",06/10/2018,north
" $1,647.00 ",06/10/2018,south
" $1,596.00 ",06/10/2018,east
" $1,515.00 ",06/10/2018,west
" $1,533.00 ",07/10/2018,north
" $1,608.00 ",07/10/2018,south
" $1,794.00 ",07/10/2018,east
" $1,578.00 ",07/10/2018,west
" $1,701.00 ",08/10/2018,north
" $1,617.00 ",08/10/2018,south
" $1,779.00 ",08/10/2018,east
" $1,785.00 ",08/10/2018,west
" $1,680.00 ",09/10/2018,north
" $1,590.00 ",09/10/2018,south
" $1,551.00 ",09/10/2018,east
" $1,587.00 ",09/10/2018,west
" $1,749.00 ",10/10/2018,north
" $1,701.00 ",10/10/2018,south
" $1,599.00 ",10/10/2018,east
" $1,506.00 ",10/10/2018,west
" $1,596.00 ",11/10/2018,north
" $1,800.00 ",11/10/2018,south
" $1,749.00 ",11/10/2018,east
" $1,674.00 ",11/10/2018,west
" $1,782.00 ",12/10/2018,north
" $1,647.00 ",12/10/2018,south
" $1,542.00 ",12/10/2018,east
" $1,656.00 ",12/10/2018,west
" $1,581.00 ",13/10/2018,north
" $1,713.00 ",13/10/2018,south
" $1,722.00 ",13/10/2018,east
" $1,686.00 ",13/10/2018,west
" $1,728.00 ",14/10/2018,north
" $1,755.00 ",14/10/2018,south
" $1,503.00 ",14/10/2018,east
" $1,602.00 ",14/10/2018,west
" $1,605.00 ",15/10/2018,north
" $1,719.00 ",15/10/2018,south
" $1,548.00 ",15/10/2018,east
" $1,626.00 ",15/10/2018,west
" $1,551.00 ",16/10/2018,north
" $1,662.00 ",16/10/2018,south
" $1,650.00 ",16/10/2018,east
" $1,788.00 ",16/10/2018,west
" $1,536.00 ",17/10/2018,north
" $1,551.00 ",17/10/2018,south
" $1,656.00 ",17/10/2018,east
" $1,644.00 ",17/10/2018,west
" $1,692.00 ",18/10/2018,north
" $1,518.00 ",18/10/2018,south
" $1,509.00 ",18/10/2018,east
" $1,674.00 ",18/10/2018,west
" $1,521.00 ",19/10/2018,north
" $1,632.00 ",19/10/2018,south
" $1,794.00 ",19/10/2018,east
" $1,689.00 ",19/10/2018,west
" $1,692.00 ",20/10/2018,north
" $1,662.00 ",20/10/2018,south
" $1,776.00 ",20/10/2018,east
" $1,710.00 ",20/10/2018,west
" $1,569.00 ",21/10/2018,north
" $1,704.00 ",21/10/2018,south
" $1,767.00 ",21/10/2018,east
" $1,767.00 ",21/10/2018,west
" $1,542.00 ",22/10/2018,north
" $1,707.00 ",22/10/2018,south
" $1,578.00 ",22/10/2018,east
" $1,521.00 ",22/10/2018,west
" $1,764.00 ",23/10/2018,north
" $1,683.00 ",23/10/2018,south
" $1,602.00 ",23/10/2018,east
" $1,755.00 ",23/10/2018,west
" $1,650.00 ",24/10/2018,north
" $1,629.00 ",24/10/2018,south
" $1,692.00 ",24/10/2018,east
" $1,542.00 ",24/10/2018,west
" $1,629.00 ",25/10/2018,north
" $1,587.00 ",25/10/2018,south
" $1,635.00 ",25/10/2018,east
" $1,653.00 ",25/10/2018,west
" $1,596.00 ",26/10/2018,north
" $1,524.00 ",26/10/2018,south
" $1,545.00 ",26/10/2018,east
" $1,707.00 ",26/10/2018,west
" $1,509.00 ",27/10/2018,north
" $1,509.00 ",27/10/2018,south
" $1,686.00 ",27/10/2018,east
" $1,785.00 ",27/10/2018,west
" $1,635.00 ",28/10/2018,north
" $1,752.00 ",28/10/2018,south
" $1,785.00 ",28/10/2018,east
" $1,755.00 ",28/10/2018,west
" $1,707.00 ",29/10/2018,north
" $1,701.00 ",29/10/2018,south
" $1,599.00 ",29/10/2018,east
" $1,782.00 ",29/10/2018,west
" $1,677.00 ",30/10/2018,north
" $1,719.00 ",30/10/2018,south
" $1,530.00 ",30/10/2018,east
" $1,776.00 ",30/10/2018,west
" $1,674.00 ",31/10/2018,north
" $1,641.00 ",31/10/2018,south
" $1,596.00 ",31/10/2018,east
" $1,506.00 ",31/10/2018,west
" $1,692.00 ",01/11/2018,north
" $1,623.00 ",01/11/2018,south
" $1,593.00 ",01/11/2018,east
" $1,551.00 ",01/11/2018,west
" $1,728.00 ",02/11/2018,north
" $1,608.00 ",02/11/2018,south
" $1,530.00 ",02/11/2018,east
" $1,791.00 ",02/11/2018,west
" $1,704.00 ",03/11/2018,north
" $1,653.00 ",03/11/2018,south
" $1,548.00 ",03/11/2018,east
" $1,626.00 ",03/11/2018,west
" $1,695.00 ",04/11/2018,north
" $1,590.00 ",04/11/2018,south
" $1,530.00 ",04/11/2018,east
" $1,644.00 ",04/11/2018,west
" $1,611.00 ",05/11/2018,north
" $1,617.00 ",05/11/2018,south
" $1,776.00 ",05/11/2018,east
" $1,641.00 ",05/11/2018,west
" $1,740.00 ",06/11/2018,north
" $1,590.00 ",06/11/2018,south
" $1,773.00 ",06/11/2018,east
" $1,641.00 ",06/11/2018,west
" $1,527.00 ",07/11/2018,north
" $1,755.00 ",07/11/2018,south
" $1,650.00 ",07/11/2018,east
" $1,593.00 ",07/11/2018,west
" $1,548.00 ",08/11/2018,north
" $1,623.00 ",08/11/2018,south
" $1,500.00 ",08/11/2018,east
" $1,569.00 ",08/11/2018,west
" $1,647.00 ",09/11/2018,north
" $1,662.00 ",09/11/2018,south
" $1,710.00 ",09/11/2018,east
" $1,719.00 ",09/11/2018,west
" $1,590.00 ",10/11/2018,north
" $1,539.00 ",10/11/2018,south
" $1,566.00 ",10/11/2018,east
" $1,770.00 ",10/11/2018,west
" $1,722.00 ",11/11/2018,north
" $1,524.00 ",11/11/2018,south
" $1,641.00 ",11/11/2018,east
" $1,662.00 ",11/11/2018,west
" $1,716.00 ",12/11/2018,north
" $1,611.00 ",12/11/2018,south
" $1,569.00 ",12/11/2018,east
" $1,797.00 ",12/11/2018,west
" $1,698.00 ",13/11/2018,north
" $1,581.00 ",13/11/2018,south
" $1,776.00 ",13/11/2018,east
" $1,644.00 ",13/11/2018,west
" $1,563.00 ",14/11/2018,north
" $1,707.00 ",14/11/2018,south
" $1,533.00 ",14/11/2018,east
" $1,572.00 ",14/11/2018,west
" $1,623.00 ",15/11/2018,north
" $1,698.00 ",15/11/2018,south
" $1,521.00 ",15/11/2018,east
" $1,707.00 ",15/11/2018,west
" $1,587.00 ",16/11/2018,north
" $1,776.00 ",16/11/2018,south
" $1,662.00 ",16/11/2018,east
" $1,578.00 ",16/11/2018,west
" $1,554.00 ",17/11/2018,north
" $1,515.00 ",17/11/2018,south
" $1,602.00 ",17/11/2018,east
" $1,557.00 ",17/11/2018,west
" $1,521.00 ",18/11/2018,north
" $1,740.00 ",18/11/2018,south
" $1,617.00 ",18/11/2018,east
" $1,647.00 ",18/11/2018,west
" $1,551.00 ",19/11/2018,north
" $1,500.00 ",19/11/2018,south
" $1,725.00 ",19/11/2018,east
" $1,563.00 ",19/11/2018,west
" $1,791.00 ",20/11/2018,north
" $1,578.00 ",20/11/2018,south
" $1,632.00 ",20/11/2018,east
" $1,674.00 ",20/11/2018,west
" $1,617.00 ",21/11/2018,north
" $1,509.00 ",21/11/2018,south
" $1,644.00 ",21/11/2018,east
" $1,542.00 ",21/11/2018,west
" $1,650.00 ",22/11/2018,north
" $1,758.00 ",22/11/2018,south
" $1,710.00 ",22/11/2018,east
" $1,737.00 ",22/11/2018,west
" $1,779.00 ",23/11/2018,north
" $1,743.00 ",23/11/2018,south
" $1,560.00 ",23/11/2018,east
" $1,719.00 ",23/11/2018,west
" $1,689.00 ",24/11/2018,north
" $1,605.00 ",24/11/2018,south
" $1,683.00 ",24/11/2018,east
" $1,518.00 ",24/11/2018,west
" $1,665.00 ",25/11/2018,north
" $1,671.00 ",25/11/2018,south
" $1,704.00 ",25/11/2018,east
" $1,731.00 ",25/11/2018,west
" $1,653.00 ",26/11/2018,north
" $1,542.00 ",26/11/2018,south
" $1,659.00 ",26/11/2018,east
" $1,650.00 ",26/11/2018,west
" $1,773.00 ",27/11/2018,north
" $1,647.00 ",27/11/2018,south
" $1,725.00 ",27/11/2018,east
" $1,644.00 ",27/11/2018,west
" $1,767.00 ",28/11/2018,north
" $1,728.00 ",28/11/2018,south
" $1,719.00 ",28/11/2018,east
" $1,677.00 ",28/11/2018,west
" $1,686.00 ",29/11/2018,north
" $1,527.00 ",29/11/2018,south
" $1,689.00 ",29/11/2018,east
" $1,686.00 ",29/11/2018,west
" $1,641.00 ",30/11/2018,north
" $1,665.00 ",30/11/2018,south
" $1,755.00 ",30/11/2018,east
" $1,551.00 ",30/11/2018,west
" $1,665.00 ",01/12/2018,north
" $1,527.00 ",01/12/2018,south
" $1,536.00 ",01/12/2018,east
" $1,656.00 ",01/12/2018,west
" $1,563.00 ",02/12/2018,north
" $1,554.00 ",02/12/2018,south
" $1,602.00 ",02/12/2018,east
" $1,737.00 ",02/12/2018,west
" $1,506.00 ",03/12/2018,north
" $1,755.00 ",03/12/2018,south
" $1,572.00 ",03/12/2018,east
" $1,608.00 ",03/12/2018,west
" $1,722.00 ",04/12/2018,north
" $1,788.00 ",04/12/2018,south
" $1,788.00 ",04/12/2018,east
" $1,587.00 ",04/12/2018,west
" $1,677.00 ",05/12/2018,north
" $1,725.00 ",05/12/2018,south
" $1,731.00 ",05/12/2018,east
" $1,518.00 ",05/12/2018,west
" $1,737.00 ",06/12/2018,north
" $1,797.00 ",06/12/2018,south
" $1,662.00 ",06/12/2018,east
" $1,662.00 ",06/12/2018,west
" $1,716.00 ",07/12/2018,north
" $1,596.00 ",07/12/2018,south
" $1,653.00 ",07/12/2018,east
" $1,635.00 ",07/12/2018,west
" $1,782.00 ",08/12/2018,north
" $1,773.00 ",08/12/2018,south
" $1,755.00 ",08/12/2018,east
" $1,719.00 ",08/12/2018,west
" $1,737.00 ",09/12/2018,north
" $1,548.00 ",09/12/2018,south
" $1,665.00 ",09/12/2018,east
" $1,659.00 ",09/12/2018,west
" $1,659.00 ",10/12/2018,north
" $1,575.00 ",10/12/2018,south
" $1,509.00 ",10/12/2018,east
" $1,767.00 ",10/12/2018,west
" $1,509.00 ",11/12/2018,north
" $1,527.00 ",11/12/2018,south
" $1,575.00 ",11/12/2018,east
" $1,620.00 ",11/12/2018,west
" $1,623.00 ",12/12/2018,north
" $1,623.00 ",12/12/2018,south
" $1,773.00 ",12/12/2018,east
" $1,743.00 ",12/12/2018,west
" $1,719.00 ",13/12/2018,north
" $1,782.00 ",13/12/2018,south
" $1,713.00 ",13/12/2018,east
" $1,593.00 ",13/12/2018,west
" $1,716.00 ",14/12/2018,north
" $1,686.00 ",14/12/2018,south
" $1,569.00 ",14/12/2018,east
" $1,704.00 ",14/12/2018,west
" $1,554.00 ",15/12/2018,north
" $1,545.00 ",15/12/2018,south
" $1,587.00 ",15/12/2018,east
" $1,800.00 ",15/12/2018,west
" $1,635.00 ",16/12/2018,north
" $1,620.00 ",16/12/2018,south
" $1,800.00 ",16/12/2018,east
" $1,641.00 ",16/12/2018,west
" $1,635.00 ",17/12/2018,north
" $1,527.00 ",17/12/2018,south
" $1,626.00 ",17/12/2018,east
" $1,716.00 ",17/12/2018,west
" $1,755.00 ",18/12/2018,north
" $1,755.00 ",18/12/2018,south
" $1,605.00 ",18/12/2018,east
" $1,779.00 ",18/12/2018,west
" $1,566.00 ",19/12/2018,north
" $1,566.00 ",19/12/2018,south
" $1,797.00 ",19/12/2018,east
" $1,770.00 ",19/12/2018,west
" $1,731.00 ",20/12/2018,north
" $1,551.00 ",20/12/2018,south
" $1,767.00 ",20/12/2018,east
" $1,626.00 ",20/12/2018,west
" $1,659.00 ",21/12/2018,north
" $1,710.00 ",21/12/2018,south
" $1,542.00 ",21/12/2018,east
" $1,569.00 ",21/12/2018,west
" $1,776.00 ",22/12/2018,north
" $1,578.00 ",22/12/2018,south
" $1,668.00 ",22/12/2018,east
" $1,527.00 ",22/12/2018,west
" $1,770.00 ",23/12/2018,north
" $1,623.00 ",23/12/2018,south
" $1,710.00 ",23/12/2018,east
" $1,731.00 ",23/12/2018,west
" $1,740.00 ",24/12/2018,north
" $1,632.00 ",24/12/2018,south
" $1,719.00 ",24/12/2018,east
" $1,500.00 ",24/12/2018,west
" $1,512.00 ",25/12/2018,north
" $1,605.00 ",25/12/2018,south
" $1,623.00 ",25/12/2018,east
" $1,533.00 ",25/12/2018,west
" $1,683.00 ",26/12/2018,north
" $1,734.00 ",26/12/2018,south
" $1,545.00 ",26/12/2018,east
" $1,587.00 ",26/12/2018,west
" $1,578.00 ",27/12/2018,north
" $1,650.00 ",27/12/2018,south
" $1,632.00 ",27/12/2018,east
" $1,713.00 ",27/12/2018,west
" $1,650.00 ",28/12/2018,north
" $1,794.00 ",28/12/2018,south
" $1,764.00 ",28/12/2018,east
" $1,797.00 ",28/12/2018,west
" $1,626.00 ",29/12/2018,north
" $1,794.00 ",29/12/2018,south
" $1,695.00 ",29/12/2018,east
" $1,740.00 ",29/12/2018,west
" $1,758.00 ",30/12/2018,north
" $1,785.00 ",30/12/2018,south
" $1,599.00 ",30/12/2018,east
" $1,689.00 ",30/12/2018,west
" $1,527.00 ",31/12/2018,north
" $1,710.00 ",31/12/2018,south
" $1,590.00 ",31/12/2018,east
" $1,653.00 ",31/12/2018,west
" $1,518.00 ",01/01/2019,north
" $1,632.00 ",01/01/2019,south
" $1,755.00 ",01/01/2019,east
" $1,551.00 ",01/01/2019,west
" $1,767.00 ",02/01/2019,north
" $1,605.00 ",02/01/2019,south
" $1,692.00 ",02/01/2019,east
" $1,794.00 ",02/01/2019,west
" $1,695.00 ",03/01/2019,north
" $1,737.00 ",03/01/2019,south
" $1,575.00 ",03/01/2019,east
" $1,509.00 ",03/01/2019,west
" $1,590.00 ",04/01/2019,north
" $1,500.00 ",04/01/2019,south
" $1,590.00 ",04/01/2019,east
" $1,638.00 ",04/01/2019,west
" $1,761.00 ",05/01/2019,north
" $1,590.00 ",05/01/2019,south
" $1,725.00 ",05/01/2019,east
" $1,551.00 ",05/01/2019,west
" $1,644.00 ",06/01/2019,north
" $1,779.00 ",06/01/2019,south
" $1,794.00 ",06/01/2019,east
" $1,638.00 ",06/01/2019,west
" $1,644.00 ",07/01/2019,north
" $1,647.00 ",07/01/2019,south
" $1,692.00 ",07/01/2019,east
" $1,623.00 ",07/01/2019,west
" $1,722.00 ",08/01/2019,north
" $1,551.00 ",08/01/2019,south
" $1,731.00 ",08/01/2019,east
" $1,701.00 ",08/01/2019,west
" $1,500.00 ",09/01/2019,north
" $1,764.00 ",09/01/2019,south
" $1,764.00 ",09/01/2019,east
" $1,635.00 ",09/01/2019,west
" $1,767.00 ",10/01/2019,north
" $1,551.00 ",10/01/2019,south
" $1,512.00 ",10/01/2019,east
" $1,686.00 ",10/01/2019,west
" $1,662.00 ",11/01/2019,north
" $1,512.00 ",11/01/2019,south
" $1,608.00 ",11/01/2019,east
" $1,611.00 ",11/01/2019,west
" $1,566.00 ",12/01/2019,north
" $1,773.00 ",12/01/2019,south
" $1,707.00 ",12/01/2019,east
" $1,752.00 ",12/01/2019,west
" $1,551.00 ",13/01/2019,north
" $1,503.00 ",13/01/2019,south
" $1,536.00 ",13/01/2019,east
" $1,728.00 ",13/01/2019,west
" $1,692.00 ",14/01/2019,north
" $1,521.00 ",14/01/2019,south
" $1,698.00 ",14/01/2019,east
" $1,791.00 ",14/01/2019,west
" $1,605.00 ",15/01/2019,north
" $1,761.00 ",15/01/2019,south
" $1,617.00 ",15/01/2019,east
" $1,503.00 ",15/01/2019,west
" $1,548.00 ",16/01/2019,north
" $1,734.00 ",16/01/2019,south
" $1,506.00 ",16/01/2019,east
" $1,533.00 ",16/01/2019,west
" $1,590.00 ",17/01/2019,north
" $1,707.00 ",17/01/2019,south
" $1,509.00 ",17/01/2019,east
" $1,653.00 ",17/01/2019,west
" $1,572.00 ",18/01/2019,north
" $1,563.00 ",18/01/2019,south
" $1,635.00 ",18/01/2019,east
" $1,734.00 ",18/01/2019,west
" $1,587.00 ",19/01/2019,north
" $1,506.00 ",19/01/2019,south
" $1,689.00 ",19/01/2019,east
" $1,701.00 ",19/01/2019,west
" $1,707.00 ",20/01/2019,north
" $1,557.00 ",20/01/2019,south
" $1,722.00 ",20/01/2019,east
" $1,629.00 ",20/01/2019,west
" $1,611.00 ",21/01/2019,north
" $1,515.00 ",21/01/2019,south
" $1,614.00 ",21/01/2019,east
" $1,593.00 ",21/01/2019,west
" $1,719.00 ",22/01/2019,north
" $1,506.00 ",22/01/2019,south
" $1,794.00 ",22/01/2019,east
" $1,731.00 ",22/01/2019,west
" $1,662.00 ",23/01/2019,north
" $1,728.00 ",23/01/2019,south
" $1,563.00 ",23/01/2019,east
" $1,662.00 ",23/01/2019,west
" $1,647.00 ",24/01/2019,north
" $1,638.00 ",24/01/2019,south
" $1,557.00 ",24/01/2019,east
" $1,518.00 ",24/01/2019,west
" $1,560.00 ",25/01/2019,north
" $1,656.00 ",25/01/2019,south
" $1,707.00 ",25/01/2019,east
" $1,767.00 ",25/01/2019,west
" $1,671.00 ",26/01/2019,north
" $1,686.00 ",26/01/2019,south
" $1,653.00 ",26/01/2019,east
" $1,647.00 ",26/01/2019,west
" $1,524.00 ",27/01/2019,north
" $1,503.00 ",27/01/2019,south
" $1,533.00 ",27/01/2019,east
" $1,785.00 ",27/01/2019,west
" $1,731.00 ",28/01/2019,north
" $1,782.00 ",28/01/2019,south
" $1,560.00 ",28/01/2019,east
" $1,782.00 ",28/01/2019,west
" $1,500.00 ",29/01/2019,north
" $1,728.00 ",29/01/2019,south
" $1,605.00 ",29/01/2019,east
" $1,614.00 ",29/01/2019,west
" $1,782.00 ",30/01/2019,north
" $1,638.00 ",30/01/2019,south
" $1,797.00 ",30/01/2019,east
" $1,641.00 ",30/01/2019,west
" $1,650.00 ",31/01/2019,north
" $1,536.00 ",31/01/2019,south
" $1,599.00 ",31/01/2019,east
" $1,740.00 ",31/01/2019,west
" $1,749.00 ",01/02/2019,north
" $1,581.00 ",01/02/2019,south
" $1,662.00 ",01/02/2019,east
" $1,509.00 ",01/02/2019,west
" $1,596.00 ",02/02/2019,north
" $1,638.00 ",02/02/2019,south
" $1,746.00 ",02/02/2019,east
" $1,611.00 ",02/02/2019,west
" $1,602.00 ",03/02/2019,north
" $1,722.00 ",03/02/2019,south
" $1,734.00 ",03/02/2019,east
" $1,749.00 ",03/02/2019,west
" $1,548.00 ",04/02/2019,north
" $1,647.00 ",04/02/2019,south
" $1,560.00 ",04/02/2019,east
" $1,542.00 ",04/02/2019,west
" $1,617.00 ",05/02/2019,north
" $1,659.00 ",05/02/2019,south
" $1,674.00 ",05/02/2019,east
" $1,524.00 ",05/02/2019,west
" $1,551.00 ",06/02/2019,north
" $1,722.00 ",06/02/2019,south
" $1,563.00 ",06/02/2019,east
" $1,692.00 ",06/02/2019,west
" $1,734.00 ",07/02/2019,north
" $1,584.00 ",07/02/2019,south
" $1,662.00 ",07/02/2019,east
" $1,545.00 ",07/02/2019,west
" $1,662.00 ",08/02/2019,north
" $1,614.00 ",08/02/2019,south
" $1,719.00 ",08/02/2019,east
